"P(i,k)",Value
"Row(_1=68, _2=25)",1526103
"Row(_1=68, _2=26)",4211141
"Row(_1=68, _2=27)",1801641
"Row(_1=68, _2=28)",3604581
"Row(_1=68, _2=29)",-2482858
"Row(_1=68, _2=30)",3999400
"Row(_1=68, _2=31)",315074
"Row(_1=68, _2=32)",-5550832
"Row(_1=68, _2=33)",1788924
"Row(_1=68, _2=34)",-4295183
"Row(_1=68, _2=35)",-4958104
"Row(_1=68, _2=36)",4606840
"Row(_1=68, _2=37)",2558732
"Row(_1=68, _2=38)",3452897
"Row(_1=68, _2=39)",-19183
"Row(_1=68, _2=40)",11950379
"Row(_1=68, _2=41)",-3706317
"Row(_1=68, _2=42)",1404938
"Row(_1=68, _2=43)",5781430
"Row(_1=68, _2=44)",-3399868
"Row(_1=68, _2=45)",1909202
"Row(_1=68, _2=46)",-11139302
"Row(_1=68, _2=47)",4607243
"Row(_1=68, _2=48)",3577186
"Row(_1=68, _2=49)",5670833
"Row(_1=68, _2=50)",-5359014
"Row(_1=68, _2=51)",-3191552
"Row(_1=68, _2=52)",-5319960
"Row(_1=68, _2=53)",-92634
"Row(_1=68, _2=54)",-6441616
"Row(_1=68, _2=55)",-5691141
"Row(_1=68, _2=56)",-6465153
"Row(_1=68, _2=57)",8474860
"Row(_1=68, _2=58)",-1801580
"Row(_1=68, _2=59)",1502522
"Row(_1=68, _2=60)",-6431258
"Row(_1=68, _2=61)",-7293629
"Row(_1=68, _2=62)",7535462
"Row(_1=68, _2=63)",1393515
"Row(_1=68, _2=64)",3968793
"Row(_1=68, _2=65)",-7928520
"Row(_1=68, _2=66)",6649489
"Row(_1=68, _2=67)",625185
"Row(_1=68, _2=68)",9872217
"Row(_1=68, _2=69)",5767109
"Row(_1=68, _2=70)",3287040
"Row(_1=68, _2=71)",10566435
"Row(_1=68, _2=72)",-6148236
"Row(_1=68, _2=73)",253763
"Row(_1=68, _2=74)",2667709
"Row(_1=68, _2=75)",599570
"Row(_1=68, _2=76)",-3824922
"Row(_1=68, _2=77)",759079
"Row(_1=68, _2=78)",-5803109
"Row(_1=68, _2=79)",3481879
"Row(_1=68, _2=80)",5364437
"Row(_1=68, _2=81)",-5038860
"Row(_1=68, _2=82)",-2254552
"Row(_1=68, _2=83)",-2745023
"Row(_1=68, _2=84)",-4958552
"Row(_1=68, _2=85)",1253831
"Row(_1=68, _2=86)",-3059894
"Row(_1=68, _2=87)",-807288
"Row(_1=68, _2=88)",8500906
"Row(_1=68, _2=89)",-6242060
"Row(_1=68, _2=90)",12966574
"Row(_1=68, _2=91)",-7086498
"Row(_1=68, _2=92)",5147585
"Row(_1=68, _2=93)",411404
"Row(_1=68, _2=94)",-4549636
"Row(_1=68, _2=95)",-15873347
"Row(_1=68, _2=96)",-1967458
"Row(_1=68, _2=97)",-1487413
"Row(_1=68, _2=98)",11394588
"Row(_1=68, _2=99)",10315366
"Row(_1=68, _2=100)",3585012
"Row(_1=68, _2=101)",3963395
"Row(_1=68, _2=102)",-6010927
"Row(_1=68, _2=103)",-3728053
"Row(_1=68, _2=104)",2523625
"Row(_1=68, _2=105)",2478389
"Row(_1=68, _2=106)",3702048
"Row(_1=68, _2=107)",2552954
"Row(_1=68, _2=108)",-4434303
"Row(_1=68, _2=109)",4729249
"Row(_1=68, _2=110)",-4560890
"Row(_1=68, _2=111)",7039147
"Row(_1=68, _2=112)",3153807
"Row(_1=68, _2=113)",2542517
"Row(_1=68, _2=114)",2314803
"Row(_1=68, _2=115)",-2636235
"Row(_1=68, _2=116)",3133179
"Row(_1=68, _2=117)",6081686
"Row(_1=68, _2=118)",-3556253
"Row(_1=68, _2=119)",8405729
"Row(_1=68, _2=120)",512155
"Row(_1=68, _2=121)",-5403039
"Row(_1=68, _2=122)",2503440
"Row(_1=68, _2=123)",-1342910
"Row(_1=68, _2=124)",3948768
"Row(_1=68, _2=125)",-2763744
"Row(_1=68, _2=126)",-4849253
"Row(_1=68, _2=127)",-7977362
"Row(_1=69, _2=0)",4389069
"Row(_1=69, _2=1)",-990742
"Row(_1=69, _2=2)",404899
"Row(_1=69, _2=3)",-8153554
"Row(_1=69, _2=4)",-3099804
"Row(_1=69, _2=5)",1776081
"Row(_1=69, _2=6)",1414577
"Row(_1=69, _2=7)",-5864070
"Row(_1=69, _2=8)",-6263346
"Row(_1=69, _2=9)",5048932
"Row(_1=69, _2=10)",-7857989
"Row(_1=69, _2=11)",4808109
"Row(_1=69, _2=12)",5461006
"Row(_1=69, _2=13)",-706081
"Row(_1=69, _2=14)",3495713
"Row(_1=69, _2=15)",4482581
"Row(_1=69, _2=16)",2771032
"Row(_1=69, _2=17)",2347716
"Row(_1=69, _2=18)",2947207
"Row(_1=69, _2=19)",2701121
"Row(_1=69, _2=20)",7749368
"Row(_1=69, _2=21)",1696626
"Row(_1=69, _2=22)",7449008
"Row(_1=69, _2=23)",1894549
"Row(_1=69, _2=24)",-726916
"Row(_1=69, _2=25)",-4868086
"Row(_1=69, _2=26)",5339005
"Row(_1=69, _2=27)",1829447
"Row(_1=69, _2=28)",-7007018
"Row(_1=69, _2=29)",7603269
"Row(_1=69, _2=30)",2287689
"Row(_1=69, _2=31)",-992983
"Row(_1=69, _2=32)",7338824
"Row(_1=69, _2=33)",-4233933
"Row(_1=69, _2=34)",-3667782
"Row(_1=69, _2=35)",-8258555
"Row(_1=69, _2=36)",-1806141
"Row(_1=69, _2=37)",-5266352
"Row(_1=69, _2=38)",707911
"Row(_1=69, _2=39)",2129867
"Row(_1=69, _2=40)",5110961
"Row(_1=69, _2=41)",-9329845
"Row(_1=69, _2=42)",843336
"Row(_1=69, _2=43)",-8481679
"Row(_1=69, _2=44)",-15044178
"Row(_1=69, _2=45)",7178936
"Row(_1=69, _2=46)",4930842
"Row(_1=69, _2=47)",-4678094
"Row(_1=69, _2=48)",3358780
"Row(_1=69, _2=49)",3694434
"Row(_1=69, _2=50)",11218398
"Row(_1=69, _2=51)",-2993718
"Row(_1=69, _2=52)",836443
"Row(_1=69, _2=53)",4024301
"Row(_1=69, _2=54)",1045918
"Row(_1=69, _2=55)",10917200
"Row(_1=69, _2=56)",-2307890
"Row(_1=69, _2=57)",-2561410
"Row(_1=69, _2=58)",5673113
"Row(_1=69, _2=59)",10516625
"Row(_1=69, _2=60)",6302503
"Row(_1=69, _2=61)",4724155
"Row(_1=69, _2=62)",8978746
"Row(_1=69, _2=63)",295367
"Row(_1=69, _2=64)",-9395631
"Row(_1=69, _2=65)",-1599717
"Row(_1=69, _2=66)",-10362984
"Row(_1=69, _2=67)",-2349242
"Row(_1=69, _2=68)",-1877217
"Row(_1=69, _2=69)",-4143586
"Row(_1=69, _2=70)",514392
"Row(_1=69, _2=71)",422422
"Row(_1=69, _2=72)",-7776769
"Row(_1=69, _2=73)",-5265746
"Row(_1=69, _2=74)",-3887140
"Row(_1=69, _2=75)",6607975
"Row(_1=69, _2=76)",7484633
"Row(_1=69, _2=77)",-1788269
"Row(_1=69, _2=78)",659664
"Row(_1=69, _2=79)",9944325
"Row(_1=69, _2=80)",-374164
"Row(_1=69, _2=81)",6068506
"Row(_1=69, _2=82)",10862089
"Row(_1=69, _2=83)",5121066
"Row(_1=69, _2=84)",2786474
"Row(_1=69, _2=85)",-654019
"Row(_1=69, _2=86)",-2897220
"Row(_1=69, _2=87)",-2255425
"Row(_1=69, _2=88)",318976
"Row(_1=69, _2=89)",-10101794
"Row(_1=69, _2=90)",-8963378
"Row(_1=69, _2=91)",-4475314
"Row(_1=69, _2=92)",-7389331
"Row(_1=69, _2=93)",-2258109
"Row(_1=69, _2=94)",-960651
"Row(_1=69, _2=95)",-3242529
"Row(_1=69, _2=96)",-561971
"Row(_1=69, _2=97)",-11073073
"Row(_1=69, _2=98)",6283940
"Row(_1=69, _2=99)",-5440764
"Row(_1=69, _2=100)",-3590664
"Row(_1=69, _2=101)",-101769
"Row(_1=69, _2=102)",1360665
"Row(_1=69, _2=103)",-1442690
"Row(_1=69, _2=104)",-1671770
"Row(_1=69, _2=105)",629795
"Row(_1=69, _2=106)",4160348
"Row(_1=69, _2=107)",-1327883
"Row(_1=69, _2=108)",3899940
"Row(_1=69, _2=109)",-5055501
"Row(_1=69, _2=110)",-391401
"Row(_1=69, _2=111)",401610
"Row(_1=69, _2=112)",4126045
"Row(_1=69, _2=113)",-5797633
"Row(_1=69, _2=114)",-1359587
"Row(_1=69, _2=115)",5995234
"Row(_1=69, _2=116)",9706066
"Row(_1=69, _2=117)",-2400852
"Row(_1=69, _2=118)",-3889841
"Row(_1=69, _2=119)",-10202768
"Row(_1=69, _2=120)",-2727766
"Row(_1=69, _2=121)",149391
"Row(_1=69, _2=122)",5069344
"Row(_1=69, _2=123)",-10119232
"Row(_1=69, _2=124)",1531411
"Row(_1=69, _2=125)",1830770
"Row(_1=69, _2=126)",-643647
"Row(_1=69, _2=127)",2450098
"Row(_1=70, _2=0)",-1613808
"Row(_1=70, _2=1)",390935
"Row(_1=70, _2=2)",8001138
"Row(_1=70, _2=3)",4622541
"Row(_1=70, _2=4)",15271022
"Row(_1=70, _2=5)",6917391
"Row(_1=70, _2=6)",-2488037
"Row(_1=70, _2=7)",15632198
"Row(_1=70, _2=8)",5759069
"Row(_1=70, _2=9)",2037033
"Row(_1=70, _2=10)",655473
"Row(_1=70, _2=11)",-1475609
"Row(_1=70, _2=12)",42229
"Row(_1=70, _2=13)",4421822
"Row(_1=70, _2=14)",-3540222
"Row(_1=70, _2=15)",-6053902
"Row(_1=70, _2=16)",881762
"Row(_1=70, _2=17)",1842376
"Row(_1=70, _2=18)",9920827
"Row(_1=70, _2=19)",3277766
"Row(_1=70, _2=20)",-2583812
"Row(_1=70, _2=21)",-6854493
"Row(_1=70, _2=22)",-10118765
"Row(_1=70, _2=23)",9323558
"Row(_1=70, _2=24)",3721334
"Row(_1=70, _2=25)",6948848
"Row(_1=70, _2=26)",1138363
"Row(_1=70, _2=27)",3838772
"Row(_1=70, _2=28)",-928837
"Row(_1=70, _2=29)",-2137328
"Row(_1=70, _2=30)",-1959956
"Row(_1=70, _2=31)",-8818843
"Row(_1=70, _2=32)",-5736455
"Row(_1=70, _2=33)",7334889
"Row(_1=70, _2=34)",10587451
"Row(_1=70, _2=35)",-5511798
"Row(_1=70, _2=36)",-1990038
"Row(_1=70, _2=37)",-12019094
"Row(_1=70, _2=38)",4575208
"Row(_1=70, _2=39)",10219591
"Row(_1=70, _2=40)",4236826
"Row(_1=70, _2=41)",566852
"Row(_1=70, _2=42)",13171075
"Row(_1=70, _2=43)",5107752
"Row(_1=70, _2=44)",4613380
"Row(_1=70, _2=45)",366789
"Row(_1=70, _2=46)",-2811405
"Row(_1=70, _2=47)",2756362
"Row(_1=70, _2=48)",-1992580
"Row(_1=70, _2=49)",1505326
"Row(_1=70, _2=50)",5922247
"Row(_1=70, _2=51)",-8626841
"Row(_1=70, _2=52)",-975634
"Row(_1=70, _2=53)",437745
"Row(_1=70, _2=54)",6613084
"Row(_1=70, _2=55)",282919
"Row(_1=70, _2=56)",4424481
"Row(_1=70, _2=57)",-5228415
"Row(_1=70, _2=58)",-7530338
"Row(_1=70, _2=59)",-3889750
"Row(_1=70, _2=60)",7949060
"Row(_1=70, _2=61)",6446099
"Row(_1=70, _2=62)",-1212279
"Row(_1=70, _2=63)",925022
"Row(_1=70, _2=64)",3381367
"Row(_1=70, _2=65)",-5807858
"Row(_1=70, _2=66)",4630537
"Row(_1=70, _2=67)",7311295
"Row(_1=70, _2=68)",-5538368
"Row(_1=70, _2=69)",-7195116
"Row(_1=70, _2=70)",-391060
"Row(_1=70, _2=71)",4529686
"Row(_1=70, _2=72)",9587606
"Row(_1=70, _2=73)",-3191689
"Row(_1=70, _2=74)",-6857904
"Row(_1=70, _2=75)",590579
"Row(_1=70, _2=76)",-7717349
"Row(_1=70, _2=77)",3657247
"Row(_1=70, _2=78)",-4084832
"Row(_1=70, _2=79)",5207005
"Row(_1=70, _2=80)",4854389
"Row(_1=70, _2=81)",-14592369
"Row(_1=70, _2=82)",-3650700
"Row(_1=70, _2=83)",2191192
"Row(_1=70, _2=84)",152966
"Row(_1=70, _2=85)",-527304
"Row(_1=70, _2=86)",6182491
"Row(_1=70, _2=87)",223377
"Row(_1=70, _2=88)",-7171738
"Row(_1=70, _2=89)",-2320371
"Row(_1=70, _2=90)",-1435565
"Row(_1=70, _2=91)",1142173
"Row(_1=70, _2=92)",9722986
"Row(_1=70, _2=93)",8209317
"Row(_1=70, _2=94)",-836375
"Row(_1=70, _2=95)",-3485348
"Row(_1=70, _2=96)",-8932258
"Row(_1=70, _2=97)",-5046969
"Row(_1=70, _2=98)",-138830
"Row(_1=70, _2=99)",-6126772
"Row(_1=70, _2=100)",12624006
"Row(_1=70, _2=101)",-5925340
"Row(_1=70, _2=102)",679265
"Row(_1=70, _2=103)",5328435
"Row(_1=70, _2=104)",5614848
"Row(_1=70, _2=105)",-7299586
"Row(_1=70, _2=106)",7685807
"Row(_1=70, _2=107)",939097
"Row(_1=70, _2=108)",2431247
"Row(_1=70, _2=109)",-7576600
"Row(_1=70, _2=110)",3020015
"Row(_1=70, _2=111)",356659
"Row(_1=70, _2=112)",-5114167
"Row(_1=70, _2=113)",-2618142
"Row(_1=70, _2=114)",-7507259
"Row(_1=70, _2=115)",-3617147
"Row(_1=70, _2=116)",904777
"Row(_1=70, _2=117)",-3747453
"Row(_1=70, _2=118)",-221303
"Row(_1=70, _2=119)",2673172
"Row(_1=70, _2=120)",4078689
"Row(_1=70, _2=121)",-7433788
"Row(_1=70, _2=122)",-3884707
"Row(_1=70, _2=123)",-1307529
"Row(_1=70, _2=124)",3699476
"Row(_1=70, _2=125)",1733735
"Row(_1=70, _2=126)",-8978525
"Row(_1=70, _2=127)",3991580
"Row(_1=71, _2=0)",13744658
"Row(_1=71, _2=1)",-4598346
"Row(_1=71, _2=2)",-6160763
"Row(_1=71, _2=3)",-1654513
"Row(_1=71, _2=4)",4162891
"Row(_1=71, _2=5)",-772633
"Row(_1=71, _2=6)",-3285367
"Row(_1=71, _2=7)",-3158026
"Row(_1=71, _2=8)",-2173779
"Row(_1=71, _2=9)",-4595752
"Row(_1=71, _2=10)",5074735
"Row(_1=71, _2=11)",-7916237
"Row(_1=71, _2=12)",3854615
"Row(_1=71, _2=13)",158130
"Row(_1=71, _2=14)",14426883
"Row(_1=71, _2=15)",1467281
"Row(_1=71, _2=16)",-10888344
"Row(_1=71, _2=17)",-5799965
"Row(_1=71, _2=18)",-2073710
"Row(_1=71, _2=19)",877090
"Row(_1=71, _2=20)",2076734
"Row(_1=71, _2=21)",63832
"Row(_1=71, _2=22)",89727
"Row(_1=71, _2=23)",-4718247
"Row(_1=71, _2=24)",-9298964
"Row(_1=71, _2=25)",710341
"Row(_1=71, _2=26)",-373211
"Row(_1=71, _2=27)",210867
"Row(_1=71, _2=28)",-5775983
"Row(_1=71, _2=29)",6772185
"Row(_1=71, _2=30)",-9843976
"Row(_1=71, _2=31)",7245302
"Row(_1=71, _2=32)",3441109
"Row(_1=71, _2=33)",-2554698
"Row(_1=71, _2=34)",-262169
"Row(_1=71, _2=35)",-3765637
"Row(_1=71, _2=36)",1037993
"Row(_1=71, _2=37)",11279
"Row(_1=71, _2=38)",-4707647
"Row(_1=71, _2=39)",-4281941
"Row(_1=71, _2=40)",-6081335
"Row(_1=71, _2=41)",-12432549
"Row(_1=71, _2=42)",-5483907
"Row(_1=71, _2=43)",-2685111
"Row(_1=71, _2=44)",13749585
"Row(_1=71, _2=45)",-716578
"Row(_1=71, _2=46)",3185722
"Row(_1=71, _2=47)",6555172
"Row(_1=71, _2=48)",978102
"Row(_1=71, _2=49)",-1030789
"Row(_1=71, _2=50)",-9439979
"Row(_1=71, _2=51)",-12112038
"Row(_1=71, _2=52)",11718186
"Row(_1=71, _2=53)",462025
"Row(_1=71, _2=54)",2868004
"Row(_1=71, _2=55)",-4108833
"Row(_1=71, _2=56)",-1356513
"Row(_1=71, _2=57)",9065822
"Row(_1=71, _2=58)",-341472
"Row(_1=71, _2=59)",5069111
"Row(_1=71, _2=60)",10548742
"Row(_1=71, _2=61)",250046
"Row(_1=71, _2=62)",2849090
"Row(_1=71, _2=63)",-12831369
"Row(_1=71, _2=64)",-13469967
"Row(_1=71, _2=65)",8773538
"Row(_1=71, _2=66)",-10896564
"Row(_1=71, _2=67)",12043944
"Row(_1=71, _2=68)",9413006
"Row(_1=71, _2=69)",-3277105
"Row(_1=71, _2=70)",-6058329
"Row(_1=71, _2=71)",-5406755
"Row(_1=71, _2=72)",4019983
"Row(_1=71, _2=73)",9139284
"Row(_1=71, _2=74)",4489881
"Row(_1=71, _2=75)",-4906004
"Row(_1=71, _2=76)",-1973257
"Row(_1=71, _2=77)",2617819
"Row(_1=71, _2=78)",6063800
"Row(_1=71, _2=79)",8236730
"Row(_1=71, _2=80)",2032779
"Row(_1=71, _2=81)",4099908
"Row(_1=71, _2=82)",-3144077
"Row(_1=71, _2=83)",6182201
"Row(_1=71, _2=84)",-8054284
"Row(_1=71, _2=85)",-4165717
"Row(_1=71, _2=86)",-5245950
"Row(_1=71, _2=87)",-5520030
"Row(_1=71, _2=88)",-411516
"Row(_1=71, _2=89)",1958916
"Row(_1=71, _2=90)",6794314
"Row(_1=71, _2=91)",-546810
"Row(_1=71, _2=92)",-2225296
"Row(_1=71, _2=93)",-3888970
"Row(_1=71, _2=94)",10851364
"Row(_1=71, _2=95)",4666164
"Row(_1=71, _2=96)",2193364
"Row(_1=71, _2=97)",1281646
"Row(_1=71, _2=98)",-3752210
"Row(_1=71, _2=99)",7128578
"Row(_1=71, _2=100)",-5581767
"Row(_1=71, _2=101)",-2359366
"Row(_1=71, _2=102)",-1645625
"Row(_1=71, _2=103)",-6575551
"Row(_1=71, _2=104)",-4806505
"Row(_1=71, _2=105)",-1397905
"Row(_1=71, _2=106)",-5176149
"Row(_1=71, _2=107)",-12694772
"Row(_1=71, _2=108)",1190256
"Row(_1=71, _2=109)",2990146
"Row(_1=71, _2=110)",2616325
"Row(_1=71, _2=111)",-12700968
"Row(_1=71, _2=112)",-9949722
"Row(_1=71, _2=113)",2015588
"Row(_1=71, _2=114)",4272282
"Row(_1=71, _2=115)",-4825009
"Row(_1=71, _2=116)",2087504
"Row(_1=71, _2=117)",6998809
"Row(_1=71, _2=118)",-835345
"Row(_1=71, _2=119)",4553454
"Row(_1=71, _2=120)",1406928
"Row(_1=71, _2=121)",4984640
"Row(_1=71, _2=122)",2924510
"Row(_1=71, _2=123)",3372817
"Row(_1=71, _2=124)",3140456
"Row(_1=71, _2=125)",-345958
"Row(_1=71, _2=126)",2080643
"Row(_1=71, _2=127)",-9491750
"Row(_1=72, _2=0)",8794533
"Row(_1=72, _2=1)",-4490705
"Row(_1=72, _2=2)",1421583
"Row(_1=72, _2=3)",-6043766
"Row(_1=72, _2=4)",6924922
"Row(_1=72, _2=5)",-645717
"Row(_1=72, _2=6)",6470972
"Row(_1=72, _2=7)",-1204437
"Row(_1=72, _2=8)",6180541
"Row(_1=72, _2=9)",-510823
"Row(_1=72, _2=10)",-1977955
"Row(_1=72, _2=11)",-1729460
"Row(_1=72, _2=12)",430283
"Row(_1=72, _2=13)",5138046
"Row(_1=72, _2=14)",6693674
"Row(_1=72, _2=15)",-4142982
"Row(_1=72, _2=16)",1874910
"Row(_1=72, _2=17)",8573317
"Row(_1=72, _2=18)",-1878450
"Row(_1=72, _2=19)",8534940
"Row(_1=72, _2=20)",-8601542
"Row(_1=72, _2=21)",2872431
"Row(_1=72, _2=22)",-4070171
"Row(_1=72, _2=23)",-6726983
"Row(_1=72, _2=24)",-2886948
"Row(_1=72, _2=25)",714104
"Row(_1=72, _2=26)",3585072
"Row(_1=72, _2=27)",814115
"Row(_1=72, _2=28)",-9362731
"Row(_1=72, _2=29)",7795507
"Row(_1=72, _2=30)",8244850
"Row(_1=72, _2=31)",931615
"Row(_1=72, _2=32)",-12114526
"Row(_1=72, _2=33)",1849921
"Row(_1=72, _2=34)",-5336873
"Row(_1=72, _2=35)",-81507
"Row(_1=72, _2=36)",-958042
"Row(_1=72, _2=37)",-6136432
"Row(_1=72, _2=38)",-2223053
"Row(_1=72, _2=39)",-2259053
"Row(_1=72, _2=40)",5253926
"Row(_1=72, _2=41)",-630077
"Row(_1=72, _2=42)",6779593
"Row(_1=72, _2=43)",-2373867
"Row(_1=72, _2=44)",-1531886
"Row(_1=72, _2=45)",-3191744
"Row(_1=72, _2=46)",451858
"Row(_1=72, _2=47)",8585064
"Row(_1=72, _2=48)",658581
"Row(_1=72, _2=49)",-7838313
"Row(_1=72, _2=50)",-4798234
"Row(_1=72, _2=51)",312401
"Row(_1=72, _2=52)",-8294725
"Row(_1=72, _2=53)",-2838405
"Row(_1=72, _2=54)",13073666
"Row(_1=72, _2=55)",-1781773
"Row(_1=72, _2=56)",-3538161
"Row(_1=72, _2=57)",2496206
"Row(_1=72, _2=58)",-8738406
"Row(_1=72, _2=59)",3677519
"Row(_1=72, _2=60)",-853335
"Row(_1=72, _2=61)",6772003
"Row(_1=72, _2=62)",-3065216
"Row(_1=72, _2=63)",-5322593
"Row(_1=72, _2=64)",3560114
"Row(_1=72, _2=65)",-5118322
"Row(_1=72, _2=66)",2933265
"Row(_1=72, _2=67)",2326175
"Row(_1=72, _2=68)",6025348
"Row(_1=72, _2=69)",5235362
"Row(_1=72, _2=70)",257462
"Row(_1=72, _2=71)",17903864
"Row(_1=72, _2=72)",-8253913
"Row(_1=72, _2=73)",3279993
"Row(_1=72, _2=74)",1770403
"Row(_1=72, _2=75)",-3948
"Row(_1=72, _2=76)",-817400
"Row(_1=72, _2=77)",-8080836
"Row(_1=72, _2=78)",4551701
"Row(_1=72, _2=79)",7167622
"Row(_1=72, _2=80)",2909951
"Row(_1=72, _2=81)",1302633
"Row(_1=72, _2=82)",-619983
"Row(_1=72, _2=83)",5048658
"Row(_1=72, _2=84)",-10929716
"Row(_1=72, _2=85)",3327454
"Row(_1=72, _2=86)",-3386122
"Row(_1=72, _2=87)",5065833
"Row(_1=72, _2=88)",-4359144
"Row(_1=72, _2=89)",9912565
"Row(_1=72, _2=90)",-14144029
"Row(_1=72, _2=91)",14614061
"Row(_1=72, _2=92)",-3158083
"Row(_1=72, _2=93)",-2704531
"Row(_1=72, _2=94)",3037402
"Row(_1=72, _2=95)",5091272
"Row(_1=72, _2=96)",-5515292
"Row(_1=72, _2=97)",1189554
"Row(_1=72, _2=98)",-5659240
"Row(_1=72, _2=99)",2300514
"Row(_1=72, _2=100)",-3022993
"Row(_1=72, _2=101)",-5383316
"Row(_1=72, _2=102)",2233049
"Row(_1=72, _2=103)",-3768063
"Row(_1=72, _2=104)",-10706934
"Row(_1=72, _2=105)",4584539
"Row(_1=72, _2=106)",3200412
"Row(_1=72, _2=107)",-5273340
"Row(_1=72, _2=108)",4398027
"Row(_1=72, _2=109)",2435326
"Row(_1=72, _2=110)",733766
"Row(_1=72, _2=111)",7693672
"Row(_1=72, _2=112)",1909076
"Row(_1=72, _2=113)",-2154090
"Row(_1=72, _2=114)",6859668
"Row(_1=72, _2=115)",-8723176
"Row(_1=72, _2=116)",-11514621
"Row(_1=72, _2=117)",4806862
"Row(_1=72, _2=118)",5622832
"Row(_1=72, _2=119)",979136
"Row(_1=72, _2=120)",-6084413
"Row(_1=72, _2=121)",5793058
"Row(_1=72, _2=122)",-5638120
"Row(_1=72, _2=123)",-9978479
"Row(_1=72, _2=124)",1968419
"Row(_1=72, _2=125)",-4593064
"Row(_1=72, _2=126)",-3843703
"Row(_1=72, _2=127)",-4847021
"Row(_1=73, _2=0)",5566603
"Row(_1=73, _2=1)",-6728410
"Row(_1=73, _2=2)",-6130890
"Row(_1=73, _2=3)",6469780
"Row(_1=73, _2=4)",13046116
"Row(_1=73, _2=5)",-4258130
"Row(_1=73, _2=6)",1802948
"Row(_1=73, _2=7)",1208344
"Row(_1=73, _2=8)",-2937811
"Row(_1=73, _2=9)",-1309219
"Row(_1=73, _2=10)",2770395
"Row(_1=73, _2=11)",-2256219
"Row(_1=73, _2=12)",5845048
"Row(_1=73, _2=13)",-3820522
"Row(_1=73, _2=14)",6482451
"Row(_1=73, _2=15)",-7509093
"Row(_1=73, _2=16)",8474645
"Row(_1=73, _2=17)",3710939
"Row(_1=73, _2=18)",4231613
"Row(_1=73, _2=19)",3535521
"Row(_1=73, _2=20)",-9275992
"Row(_1=73, _2=21)",7574056
"Row(_1=73, _2=22)",-399232
"Row(_1=73, _2=23)",5142322
"Row(_1=73, _2=24)",221899
"Row(_1=73, _2=25)",-278192
"Row(_1=73, _2=26)",7041788
"Row(_1=73, _2=27)",-3259303
"Row(_1=73, _2=28)",4653372
"Row(_1=73, _2=29)",9356706
"Row(_1=73, _2=30)",10506819
"Row(_1=73, _2=31)",-1557333
"Row(_1=73, _2=32)",1302623
"Row(_1=73, _2=33)",8966577
"Row(_1=73, _2=34)",1706383
"Row(_1=73, _2=35)",-3791991
"Row(_1=73, _2=36)",2064721
"Row(_1=73, _2=37)",-1655970
"Row(_1=73, _2=38)",3442420
"Row(_1=73, _2=39)",651915
"Row(_1=73, _2=40)",999010
"Row(_1=73, _2=41)",-6114044
"Row(_1=73, _2=42)",-3984978
"Row(_1=73, _2=43)",-4515643
"Row(_1=73, _2=44)",7485781
"Row(_1=73, _2=45)",-7293161
"Row(_1=73, _2=46)",2513344
"Row(_1=73, _2=47)",-2247019
"Row(_1=73, _2=48)",-3881700
"Row(_1=73, _2=49)",-1009631
"Row(_1=73, _2=50)",-1903240
"Row(_1=73, _2=51)",59520
"Row(_1=73, _2=52)",-5848089
"Row(_1=73, _2=53)",-8066947
"Row(_1=73, _2=54)",945114
"Row(_1=73, _2=55)",2780917
"Row(_1=73, _2=56)",6366893
"Row(_1=73, _2=57)",-13767576
"Row(_1=73, _2=58)",872171
"Row(_1=73, _2=59)",8810770
"Row(_1=73, _2=60)",3107801
"Row(_1=73, _2=61)",566624
"Row(_1=73, _2=62)",-3735927
"Row(_1=73, _2=63)",-4379455
"Row(_1=73, _2=64)",6367239
"Row(_1=73, _2=65)",18016
"Row(_1=73, _2=66)",-2973335
"Row(_1=73, _2=67)",4858137
"Row(_1=73, _2=68)",1915511
"Row(_1=73, _2=69)",2844576
"Row(_1=73, _2=70)",3435791
"Row(_1=73, _2=71)",-4173124
"Row(_1=73, _2=72)",-7289855
"Row(_1=73, _2=73)",4640384
"Row(_1=73, _2=74)",-2539864
"Row(_1=73, _2=75)",6056797
"Row(_1=73, _2=76)",-5560646
"Row(_1=73, _2=77)",2984838
"Row(_1=73, _2=78)",-694143
"Row(_1=73, _2=79)",1955456
"Row(_1=73, _2=80)",12021453
"Row(_1=73, _2=81)",-2411853
"Row(_1=73, _2=82)",-7219569
"Row(_1=73, _2=83)",3880267
"Row(_1=73, _2=84)",-1466059
"Row(_1=73, _2=85)",1187230
"Row(_1=73, _2=86)",8042497
"Row(_1=73, _2=87)",10985926
"Row(_1=73, _2=88)",-291805
"Row(_1=73, _2=89)",3133671
"Row(_1=73, _2=90)",-5159704
"Row(_1=73, _2=91)",5524674
"Row(_1=73, _2=92)",1573642
"Row(_1=73, _2=93)",3525216
"Row(_1=73, _2=94)",-4523113
"Row(_1=73, _2=95)",-10865752
"Row(_1=73, _2=96)",5994985
"Row(_1=73, _2=97)",2202871
"Row(_1=73, _2=98)",-195980
"Row(_1=73, _2=99)",-2917373
"Row(_1=73, _2=100)",-6494072
"Row(_1=73, _2=101)",1794680
"Row(_1=73, _2=102)",-3352558
"Row(_1=73, _2=103)",6724111
"Row(_1=73, _2=104)",-6089352
"Row(_1=73, _2=105)",-3514466
"Row(_1=73, _2=106)",-12695685
"Row(_1=73, _2=107)",2622988
"Row(_1=73, _2=108)",8376916
